qz,qxy,intensity
1.88378,1.41071,57.671
1.88378,1.41964,57.671
1.88378,1.42857,57.671
1.88378,1.4375,57.671
1.88378,1.44643,57.671
1.88378,1.45536,57.671
1.88378,1.46429,57.671
1.88378,1.47321,57.671
1.88378,1.48214,57.671
1.88378,1.49107,57.671
1.88378,1.5,57.671
1.88378,1.50893,57.671
1.88378,1.51786,57.671
1.87409,0,75.286
1.87409,0.00892857,57.725
1.87409,0.0178571,57.084
1.87409,0.0267857,57.258
1.87409,0.0357143,57.671
1.87409,0.0446429,57.671
1.87409,0.0535714,57.671
1.87409,0.0625,57.671
1.87409,0.0714286,57.671
1.87409,0.0803571,57.671
1.87409,0.0892857,57.671
1.87409,0.0982143,57.671
1.87409,0.107143,57.671
1.87409,0.116071,57.671
1.87409,0.125,57.671
1.87409,0.133929,57.671
1.87409,0.142857,57.671
1.87409,0.151786,57.671
1.87409,0.160714,57.671
1.87409,0.169643,57.671
1.87409,0.178571,57.671
1.87409,0.1875,57.671
1.87409,0.196429,57.671
1.87409,0.205357,57.671
1.87409,0.214286,57.671
1.87409,0.223214,57.671
1.87409,0.232143,57.671
1.87409,0.241071,57.671
1.87409,0.25,57.671
1.87409,0.258929,57.671
1.87409,0.267857,57.671
1.87409,0.276786,57.671
1.87409,0.285714,57.671
1.87409,0.294643,57.671
1.87409,0.303571,57.258
1.87409,0.3125,57.535
1.87409,0.321429,57.465
1.87409,0.330357,57.361
1.87409,0.339286,57.186
1.87409,0.348214,140.573
1.87409,0.357143,173.672
1.87409,0.366071,171.209
1.87409,0.375,168.964
1.87409,0.383929,168.48
1.87409,0.392857,166.697
1.87409,0.401786,168.43
1.87409,0.410714,162.576
1.87409,0.419643,162.896
1.87409,0.428571,159.412
1.87409,0.4375,158.868
1.87409,0.446429,158.281
1.87409,0.455357,158.281
1.87409,0.464286,157.395
1.87409,0.473214,155.694
1.87409,0.482143,155.993
1.87409,0.491071,155.221
1.87409,0.5,155.107
1.87409,0.508929,155.694
1.87409,0.517857,154.004
1.87409,0.526786,151.314
1.87409,0.535714,148.738
1.87409,0.544643,151.347
1.87409,0.553571,145.657
1.87409,0.5625,147.369
1.87409,0.571429,147.494
1.87409,0.580357,139.864
1.87409,0.589286,143.576
1.87409,0.598214,142.598
1.87409,0.607143,138.392
1.87409,0.616071,136.001
1.87409,0.625,132.023
1.87409,0.633929,126.92
1.87409,0.642857,128.241
1.87409,0.651786,117.138
1.87409,0.660714,120.85
1.87409,0.669643,119.16
1.87409,0.678571,112.47
1.87409,0.6875,106.595
1.87409,0.696429,104.905
1.87409,0.705357,105.916
1.87409,0.714286,103.443
1.87409,0.723214,104.557
1.87409,0.732143,98.155
1.87409,0.741071,97.28
1.87409,0.75,94.476
1.87409,0.758929,92.9
1.87409,0.767857,90.612
1.87409,0.776786,90.911
1.87409,0.785714,87.933
1.87409,0.794643,86.933
1.87409,0.803571,85.933
1.87409,0.8125,86.047
1.87409,0.821429,84.862
1.87409,0.830357,84.862
1.87409,0.839286,83.976
1.87409,0.848214,83.862
1.87409,0.857143,84.15
1.87409,0.866071,83.851
1.87409,0.875,84.15
1.87409,0.883929,83.862
1.87409,0.892857,84.46
1.87409,0.901786,84.656
1.87409,0.910714,84.656
1.87409,0.919643,85.542
1.87409,0.928571,86.026
1.87409,0.9375,86.738
1.87409,0.946429,87.233
1.87409,0.955357,88.429
1.87409,0.964286,89.141
1.87409,0.973214,89.337
1.87409,0.982143,91.234
1.87409,0.991071,90.903
1.87409,1,92.202
1.87409,1.00893,93.398
1.87409,1.01786,93.007
1.87409,1.02679,91.844
1.87409,1.03571,91.752
1.87409,1.04464,92.948
1.87409,1.05357,92.845
1.87409,1.0625,92.443
1.87409,1.07143,92.742
1.87409,1.08036,92.753
1.87409,1.08929,91.362
1.87409,1.09821,90.786
1.87409,1.10714,89.797
1.87409,1.11607,88.107
1.87409,1.125,86.602
1.87409,1.13393,88.2
1.87409,1.14286,84.738
1.87409,1.15179,85.276
1.87409,1.16071,81.173
1.87409,1.16964,79.814
1.87409,1.17857,79.412
1.87409,1.1875,77.412
1.87409,1.19643,78.195
1.87409,1.20536,77.967
1.87409,1.21429,74.668
1.87409,1.22321,73.027
1.87409,1.23214,71.799
1.87409,1.24107,73.272
1.87409,1.25,69.332
1.87409,1.25893,68.691
1.87409,1.26786,64.11
1.87409,1.27679,64.882
1.87409,1.28571,59.768
1.87409,1.29464,61.127
1.87409,1.30357,60.899
1.87409,1.3125,57.671
1.87409,1.32143,58.443
1.87409,1.33036,57.671
1.87409,1.33929,57.671
1.87409,1.34821,57.671
1.87409,1.35714,57.671
1.87409,1.36607,57.671
1.87409,1.375,57.671
1.87409,1.38393,57.671
1.87409,1.39286,57.671
1.87409,1.40179,57.671
1.87409,1.41071,57.671
1.87409,1.41964,57.671
1.87409,1.42857,57.671
1.87409,1.4375,57.671
1.87409,1.44643,57.671
1.87409,1.45536,57.671
1.87409,1.46429,57.671
1.87409,1.47321,57.671
1.87409,1.48214,57.671
1.87409,1.49107,57.671
1.87409,1.5,57.671
1.87409,1.50893,57.671
1.87409,1.51786,57.671
1.86441,0,76.629
1.86441,0.00892857,58.367
1.86441,0.0178571,56.959
1.86441,0.0267857,56.959
1.86441,0.0357143,57.671
1.86441,0.0446429,57.671
1.86441,0.0535714,57.671
1.86441,0.0625,57.671
1.86441,0.0714286,57.671
1.86441,0.0803571,57.671
1.86441,0.0892857,57.671
1.86441,0.0982143,57.671
1.86441,0.107143,57.671
1.86441,0.116071,57.671
1.86441,0.125,57.671
1.86441,0.133929,57.671
1.86441,0.142857,57.671
1.86441,0.151786,57.671
1.86441,0.160714,57.671
1.86441,0.169643,57.671
1.86441,0.178571,57.671
1.86441,0.1875,57.671
1.86441,0.196429,57.671
1.86441,0.205357,57.671
1.86441,0.214286,57.671
1.86441,0.223214,57.671
1.86441,0.232143,57.671
1.86441,0.241071,57.671
1.86441,0.25,57.671
1.86441,0.258929,57.671
1.86441,0.267857,57.671
1.86441,0.276786,57.671
1.86441,0.285714,57.671
1.86441,0.294643,57.671
1.86441,0.303571,57.383
1.86441,0.3125,56.432
1.86441,0.321429,57.297
1.86441,0.330357,57.475
1.86441,0.339286,55.936
1.86441,0.348214,165.616
1.86441,0.357143,175.853
1.86441,0.366071,174.477
1.86441,0.375,173.651
1.86441,0.383929,173.281
1.86441,0.392857,170.954
1.86441,0.401786,170.758
1.86441,0.410714,168.203
1.86441,0.419643,167.05
1.86441,0.428571,164.968
1.86441,0.4375,165.288
1.86441,0.446429,162.206
1.86441,0.455357,164.793
1.86441,0.464286,164.434
1.86441,0.473214,159.537
1.86441,0.482143,159.238
1.86441,0.491071,159.466
1.86441,0.5,158.982
1.86441,0.508929,159.444
1.86441,0.517857,156.857
1.86441,0.526786,155.982
1.86441,0.535714,156.694
1.86441,0.544643,156.232
1.86441,0.553571,154.83
1.86441,0.5625,151.129
1.86441,0.571429,152.955
1.86441,0.580357,151.037
1.86441,0.589286,145.521
1.86441,0.598214,149.945
1.86441,0.607143,148.141
1.86441,0.616071,144.277
1.86441,0.625,138.598
1.86441,0.633929,133.794
1.86441,0.642857,133.485
1.86441,0.651786,132.382
1.86441,0.660714,132.393
1.86441,0.669643,129.116
1.86441,0.678571,123.839
1.86441,0.6875,119.448
1.86441,0.696429,117.171
1.86441,0.705357,114.182
1.86441,0.714286,111.41
1.86441,0.723214,108.122
1.86441,0.732143,108.133
1.86441,0.741071,104.144
1.86441,0.75,100.981
1.86441,0.758929,98.579
1.86441,0.767857,95.59
1.86441,0.776786,95.302
1.86441,0.785714,94.324
1.86441,0.794643,91.509
1.86441,0.803571,87.922
1.86441,0.8125,87.933
1.86441,0.821429,86.161
1.86441,0.830357,85.161
1.86441,0.839286,85.161
1.86441,0.848214,84.563
1.86441,0.857143,84.666
1.86441,0.866071,84.552
1.86441,0.875,83.851
1.86441,0.883929,83.15
1.86441,0.892857,83.862
1.86441,0.901786,83.574
1.86441,0.910714,84.574
1.86441,0.919643,84.759
1.86441,0.928571,85.357
1.86441,0.9375,85.243
1.86441,0.946429,85.254
1.86441,0.955357,86.923
1.86441,0.964286,87.233
1.86441,0.973214,87.244
1.86441,0.982143,89.141
1.86441,0.991071,89.995
1.86441,1,90.593
1.86441,1.00893,92.017
1.86441,1.01786,93.028
1.86441,1.02679,93.11
1.86441,1.03571,92.534
1.86441,1.04464,92.844
1.86441,1.05357,93.04
1.86441,1.0625,93.236
1.86441,1.07143,92.959
1.86441,1.08036,92.856
1.86441,1.08929,91.753
1.86441,1.09821,90.764
1.86441,1.10714,90.362
1.86441,1.11607,90.487
1.86441,1.125,88.879
1.86441,1.13393,86.189
1.86441,1.14286,87.325
1.86441,1.15179,86.45
1.86441,1.16071,82.45
1.86441,1.16964,82.575
1.86441,1.17857,80.401
1.86441,1.1875,78.526
1.86441,1.19643,78.255
1.86441,1.20536,76.782
1.86441,1.21429,75.668
1.86441,1.22321,76.141
1.86441,1.23214,71.44
1.86441,1.24107,71.212
1.86441,1.25,72.913
1.86441,1.25893,69.272
1.86441,1.26786,68.164
1.86441,1.27679,64.637
1.86441,1.28571,60.409
1.86441,1.29464,61.768
1.86441,1.30357,62.54
1.86441,1.3125,59.013
1.86441,1.32143,60.372
1.86441,1.33036,57.372
1.86441,1.33929,57.372
1.86441,1.34821,57.671
1.86441,1.35714,56.671
1.86441,1.36607,57.671
1.86441,1.375,57.671
1.86441,1.38393,57.084
1.86441,1.39286,57.084
1.86441,1.40179,57.671
1.86441,1.41071,57.671
1.86441,1.41964,57.671
1.86441,1.42857,57.671
1.86441,1.4375,57.671
1.86441,1.44643,57.671
1.86441,1.45536,57.671
1.86441,1.46429,57.671
1.86441,1.47321,57.671
1.86441,1.48214,57.671
1.86441,1.49107,57.671
1.86441,1.5,57.671
1.86441,1.50893,57.671
1.86441,1.51786,57.671
1.85472,0,240.195
1.85472,0.00892857,155.716
1.85472,0.0178571,57.894
1.85472,0.0267857,57.546
1.85472,0.0357143,57.671
1.85472,0.0446429,57.671
1.85472,0.0535714,57.671
1.85472,0.0625,57.671
1.85472,0.0714286,57.671
1.85472,0.0803571,57.671
1.85472,0.0892857,57.671
1.85472,0.0982143,57.671
1.85472,0.107143,57.671
1.85472,0.116071,57.671
1.85472,0.125,57.671
1.85472,0.133929,57.671
1.85472,0.142857,57.671
1.85472,0.151786,57.671
1.85472,0.160714,57.671
1.85472,0.169643,57.671
1.85472,0.178571,57.671
1.85472,0.1875,57.671
1.85472,0.196429,57.671
1.85472,0.205357,57.671
1.85472,0.214286,57.671
1.85472,0.223214,57.671
1.85472,0.232143,57.671
1.85472,0.241071,57.671
1.85472,0.25,57.671
1.85472,0.258929,57.671
1.85472,0.267857,57.671
1.85472,0.276786,57.671
1.85472,0.285714,57.671
1.85472,0.294643,57.084
1.85472,0.303571,57.551
1.85472,0.3125,57.03
1.85472,0.321429,57.46
1.85472,0.330357,57.518
1.85472,0.339286,66.952
1.85472,0.348214,176.024
1.85472,0.357143,175.909
1.85472,0.366071,177
1.85472,0.375,176.408
1.85472,0.383929,174.679
1.85472,0.392857,175.064
1.85472,0.401786,174.053
1.85472,0.410714,173.868
1.85472,0.419643,171.096
1.85472,0.428571,171.427
1.85472,0.4375,170.758
1.85472,0.446429,169.16
1.85472,0.455357,169.377
1.85472,0.464286,169.366
1.85472,0.473214,168.583
1.85472,0.482143,165.914
1.85472,0.491071,166.316
1.85472,0.5,166.245
1.85472,0.508929,163.451
1.85472,0.517857,161.679
1.85472,0.526786,163.494
1.85472,0.535714,161.423
1.85472,0.544643,159.352
1.85472,0.553571,159.993
1.85472,0.5625,159.167
1.85472,0.571429,157.808
1.85472,0.580357,160.776
1.85472,0.589286,157.004
1.85472,0.598214,154.118
1.85472,0.607143,154.417
1.85472,0.616071,153.727
1.85472,0.625,149.048
1.85472,0.633929,147.244
1.85472,0.642857,143.739
1.85472,0.651786,146.821
1.85472,0.660714,144.533
1.85472,0.669643,142.729
1.85472,0.678571,138.876
1.85472,0.6875,132.795
1.85472,0.696429,128.116
1.85472,0.705357,125.138
1.85472,0.714286,119.861
1.85472,0.723214,118.16
1.85472,0.732143,111.584
1.85472,0.741071,112.122
1.85472,0.75,107.72
1.85472,0.758929,107.443
1.85472,0.767857,104.443
1.85472,0.776786,101.155
1.85472,0.785714,96.753
1.85472,0.794643,98.177
1.85472,0.803571,93.9
1.85472,0.8125,90.612
1.85472,0.821429,88.737
1.85472,0.830357,89.15
1.85472,0.839286,88.15
1.85472,0.848214,87.264
1.85472,0.857143,85.851
1.85472,0.866071,85.15
1.85472,0.875,85.449
1.85472,0.883929,83.862
1.85472,0.892857,83.862
1.85472,0.901786,84.161
1.85472,0.910714,84.161
1.85472,0.919643,84.987
1.85472,0.928571,84.574
1.85472,0.9375,84.574
1.85472,0.946429,84.873
1.85472,0.955357,85.656
1.85472,0.964286,85.667
1.85472,0.973214,86.564
1.85472,0.982143,86.874
1.85472,0.991071,87.842
1.85472,1,87.44
1.85472,1.00893,89.038
1.85472,1.01786,90.337
1.85472,1.02679,91.234
1.85472,1.03571,90.946
1.85472,1.04464,91.245
1.85472,1.05357,92.74
1.85472,1.0625,92.833
1.85472,1.07143,93.154
1.85472,1.08036,93.361
1.85472,1.08929,92.66
1.85472,1.09821,92.144
1.85472,1.10714,91.742
1.85472,1.11607,92.052
1.85472,1.125,91.433
1.85472,1.13393,89.096
1.85472,1.14286,89.243
1.85472,1.15179,87.254
1.85472,1.16071,83.901
1.85472,1.16964,85.901
1.85472,1.17857,84.091
1.85472,1.1875,80.64
1.85472,1.19643,78.814
1.85472,1.20536,76.412
1.85472,1.21429,79.01
1.85472,1.22321,77.195
1.85472,1.23214,74.608
1.85472,1.24107,73.782
1.85472,1.25,74.255
1.85472,1.25893,71.027
1.85472,1.26786,71.272
1.85472,1.27679,70.745
1.85472,1.28571,67.99
1.85472,1.29464,65.05
1.85472,1.30357,62.996
1.85472,1.3125,60.241
1.85472,1.32143,59.828
1.85472,1.33036,58.828
1.85472,1.33929,57.187
1.85472,1.34821,56.899
1.85472,1.35714,56.671
1.85472,1.36607,57.671
1.85472,1.375,58.269
1.85472,1.38393,57.91
1.85472,1.39286,57.91
1.85472,1.40179,57.671
1.85472,1.41071,57.671
1.85472,1.41964,57.671
1.85472,1.42857,57.671
1.85472,1.4375,57.671
1.85472,1.44643,57.671
1.85472,1.45536,57.671
1.85472,1.46429,57.671
1.85472,1.47321,57.671
1.85472,1.48214,57.671
1.85472,1.49107,57.671
1.85472,1.5,57.671
1.85472,1.50893,57.671
1.85472,1.51786,57.671
1.84504,0,247.956
1.84504,0.00892857,163.83
1.84504,0.0178571,55.247
1.84504,0.0267857,57.486
1.84504,0.0357143,57.671
1.84504,0.0446429,57.671
1.84504,0.0535714,57.671
1.84504,0.0625,57.671
1.84504,0.0714286,57.671
1.84504,0.0803571,57.671
1.84504,0.0892857,57.671
1.84504,0.0982143,57.671
1.84504,0.107143,57.671
1.84504,0.116071,57.671
1.84504,0.125,57.671
1.84504,0.133929,57.671
1.84504,0.142857,57.671
1.84504,0.151786,57.671
1.84504,0.160714,57.671
1.84504,0.169643,57.671
1.84504,0.178571,57.671
1.84504,0.1875,57.671
1.84504,0.196429,57.671
1.84504,0.205357,57.671
1.84504,0.214286,57.671
1.84504,0.223214,57.671
1.84504,0.232143,57.671
1.84504,0.241071,57.671
1.84504,0.25,57.671
1.84504,0.258929,57.671
1.84504,0.267857,57.671
1.84504,0.276786,57.671
1.84504,0.285714,57.671
1.84504,0.294643,57.671
1.84504,0.303571,57.714
1.84504,0.3125,57.193
1.84504,0.321429,57.084
1.84504,0.330357,57.421
1.84504,0.339286,99.283
1.84504,0.348214,168.705
1.84504,0.357143,173.997
1.84504,0.366071,173.116
1.84504,0.375,177.219
1.84504,0.383929,176.49
1.84504,0.392857,176.875
1.84504,0.401786,174.864
1.84504,0.410714,175.924
1.84504,0.419643,175.44
1.84504,0.428571,173.782
1.84504,0.4375,174.825
1.84504,0.446429,174.526
1.84504,0.455357,174.053
1.84504,0.464286,173.156
1.84504,0.473214,172.96
1.84504,0.482143,172.188
1.84504,0.491071,169.704
1.84504,0.5,169.921
1.84504,0.508929,171.024
1.84504,0.517857,169.426
1.84504,0.526786,168.942
1.84504,0.535714,166.355
1.84504,0.544643,166.985
1.84504,0.553571,169.213
1.84504,0.5625,163.501
1.84504,0.571429,163.544
1.84504,0.580357,159.369
1.84504,0.589286,161.657
1.84504,0.598214,159.515
1.84504,0.607143,159.042
1.84504,0.616071,155.341
1.84504,0.625,155.651
1.84504,0.633929,154.249
1.84504,0.642857,154.015
1.84504,0.651786,154.667
1.84504,0.660714,154.151
1.84504,0.669643,146.76
1.84504,0.678571,146.266
1.84504,0.6875,143.359
1.84504,0.696429,140.338
1.84504,0.705357,136.947
1.84504,0.714286,126.931
1.84504,0.723214,128.54
1.84504,0.732143,126.138
1.84504,0.741071,121.448
1.84504,0.75,118.758
1.84504,0.758929,113.367
1.84504,0.767857,108.079
1.84504,0.776786,111.492
1.84504,0.785714,106.204
1.84504,0.794643,100.03
1.84504,0.803571,100.34
1.84504,0.8125,98.063
1.84504,0.821429,94.59
1.84504,0.830357,91.715
1.84504,0.839286,88.302
1.84504,0.848214,88.427
1.84504,0.857143,86.851
1.84504,0.866071,86.15
1.84504,0.875,85.449
1.84504,0.883929,84.862
1.84504,0.892857,85.161
1.84504,0.901786,84.161
1.84504,0.910714,83.574
1.84504,0.919643,83.574
1.84504,0.928571,84.161
1.84504,0.9375,84.161
1.84504,0.946429,83.574
1.84504,0.955357,84.058
1.84504,0.964286,84.542
1.84504,0.973214,85.254
1.84504,0.982143,87.265
1.84504,0.991071,86.934
1.84504,1,87.521
1.84504,1.00893,86.646
1.84504,1.01786,87.244
1.84504,1.02679,87.842
1.84504,1.03571,88.141
1.84504,1.04464,89.739
1.84504,1.05357,90.223
1.84504,1.0625,91.49
1.84504,1.07143,91.523
1.84504,1.08036,93.029
1.84504,1.08929,92.339
1.84504,1.09821,92.35
1.84504,1.10714,92.144
1.84504,1.11607,92.465
1.84504,1.125,92.867
1.84504,1.13393,91.177
1.84504,1.14286,89.797
1.84504,1.15179,88.395
1.84504,1.16071,87.466
1.84504,1.16964,86.591
1.84504,1.17857,85.265
1.84504,1.1875,84.629
1.84504,1.19643,80.515
1.84504,1.20536,78.999
1.84504,1.21429,77.896
1.84504,1.22321,76.896
1.84504,1.23214,77.309
1.84504,1.24107,76.195
1.84504,1.25,74.255
1.84504,1.25893,73.141
1.84504,1.26786,73.799
1.84504,1.27679,69.272
1.84504,1.28571,71.517
1.84504,1.29464,68.463
1.84504,1.30357,64.11
1.84504,1.3125,64.469
1.84504,1.32143,59.469
1.84504,1.33036,60.828
1.84504,1.33929,57.714
1.84504,1.34821,57.899
1.84504,1.35714,57.671
1.84504,1.36607,57.671
1.84504,1.375,57.97
1.84504,1.38393,57.796
1.84504,1.39286,57.91
1.84504,1.40179,57.671
1.84504,1.41071,57.671
1.84504,1.41964,57.671
1.84504,1.42857,57.671
1.84504,1.4375,57.671
1.84504,1.44643,57.671
1.84504,1.45536,57.671
1.84504,1.46429,57.671
1.84504,1.47321,57.671
1.84504,1.48214,57.671
1.84504,1.49107,57.671
1.84504,1.5,57.671
1.84504,1.50893,57.671
1.84504,1.51786,57.671
1.83535,0,74.803
1.83535,0.00892857,57.427
1.83535,0.0178571,55.725
1.83535,0.0267857,57.312
1.83535,0.0357143,57.671
1.83535,0.0446429,57.671
1.83535,0.0535714,57.671
1.83535,0.0625,57.671
1.83535,0.0714286,57.671
1.83535,0.0803571,57.671
1.83535,0.0892857,57.671
1.83535,0.0982143,57.671
1.83535,0.107143,57.671
1.83535,0.116071,57.671
1.83535,0.125,57.671
1.83535,0.133929,57.671
1.83535,0.142857,57.671
1.83535,0.151786,57.671
1.83535,0.160714,57.671
1.83535,0.169643,57.671
1.83535,0.178571,57.671
1.83535,0.1875,57.671
1.83535,0.196429,57.671
1.83535,0.205357,57.671
1.83535,0.214286,57.671
1.83535,0.223214,57.671
1.83535,0.232143,57.671
1.83535,0.241071,57.671
1.83535,0.25,57.671
1.83535,0.258929,57.671
1.83535,0.267857,57.671
1.83535,0.276786,57.671
1.83535,0.285714,57.671
1.83535,0.294643,57.671
1.83535,0.303571,57.187
1.83535,0.3125,57.78
1.83535,0.321429,57.252
1.83535,0.330357,56.726
1.83535,0.339286,132.637
1.83535,0.348214,170.952
1.83535,0.357143,167.853
1.83535,0.366071,170.391
1.83535,0.375,172.52
1.83535,0.383929,172.617
1.83535,0.392857,175.361
1.83535,0.401786,175.29
1.83535,0.410714,176.393
1.83535,0.419643,176.436
1.83535,0.428571,176.892
1.83535,0.4375,177.234
1.83535,0.446429,176.234
1.83535,0.455357,176.348
1.83535,0.464286,176.049
1.83535,0.473214,175.565
1.83535,0.482143,174.206
1.83535,0.491071,174.608
1.83535,0.5,173.423
1.83535,0.508929,172.814
1.83535,0.517857,173.216
1.83535,0.526786,174.031
1.83535,0.535714,173.558
1.83535,0.544643,172.775
1.83535,0.553571,174.074
1.83535,0.5625,169.291
1.83535,0.571429,169.519
1.83535,0.580357,167.099
1.83535,0.589286,167.501
1.83535,0.598214,166.245
1.83535,0.607143,163.163
1.83535,0.616071,162.092
1.83535,0.625,161.092
1.83535,0.633929,159.793
1.83535,0.642857,156.292
1.83535,0.651786,158.737
1.83535,0.660714,157.221
1.83535,0.669643,155.118
1.83535,0.678571,155.015
1.83535,0.6875,149.624
1.83535,0.696429,151.994
1.83535,0.705357,147.304
1.83535,0.714286,140.484
1.83535,0.723214,137.506
1.83535,0.732143,139.702
1.83535,0.741071,133.197
1.83535,0.75,125.002
1.83535,0.758929,125.024
1.83535,0.767857,115.932
1.83535,0.776786,115.53
1.83535,0.785714,115.883
1.83535,0.794643,105.894
1.83535,0.803571,105.503
1.83535,0.8125,105.514
1.83535,0.821429,98.753
1.83535,0.830357,97.465
1.83535,0.839286,93.351
1.83535,0.848214,91.889
1.83535,0.857143,91.726
1.83535,0.866071,90.438
1.83535,0.875,89.623
1.83535,0.883929,87.623
1.83535,0.892857,86.335
1.83535,0.901786,85.047
1.83535,0.910714,84.346
1.83535,0.919643,84.161
1.83535,0.928571,83.862
1.83535,0.9375,83.862
1.83535,0.946429,83.862
1.83535,0.955357,83.574
1.83535,0.964286,83.46
1.83535,0.973214,83.944
1.83535,0.982143,84.944
1.83535,0.991071,85.542
1.83535,1,86.14
1.83535,1.00893,86.852
1.83535,1.01786,87.151
1.83535,1.02679,86.276
1.83535,1.03571,86.646
1.83535,1.04464,87.646
1.83535,1.05357,88.13
1.83535,1.0625,88.799
1.83535,1.07143,91.006
1.83535,1.08036,91.925
1.83535,1.08929,92.534
1.83535,1.09821,93.143
1.83535,1.10714,93.051
1.83535,1.11607,91.785
1.83535,1.125,92.671
1.83535,1.13393,91.682
1.83535,1.14286,90.65
1.83535,1.15179,89.846
1.83535,1.16071,90.444
1.83535,1.16964,87.993
1.83535,1.17857,86.129
1.83535,1.1875,84.966
1.83535,1.19643,83.276
1.83535,1.20536,82.173
1.83535,1.21429,80.472
1.83535,1.22321,79.597
1.83535,1.23214,78.896
1.83535,1.24107,77.195
1.83535,1.25,75.896
1.83535,1.25893,75.255
1.83535,1.26786,74.027
1.83535,1.27679,73.799
1.83535,1.28571,70.158
1.83535,1.29464,69.104
1.83535,1.30357,68.463
1.83535,1.3125,66.637
1.83535,1.32143,64.996
1.83535,1.33036,63.882
1.83535,1.33929,59.654
1.83535,1.34821,62.127
1.83535,1.35714,57.899
1.83535,1.36607,57.671
1.83535,1.375,57.671
1.83535,1.38393,57.671
1.83535,1.39286,57.312
1.83535,1.40179,57.671
1.83535,1.41071,57.671
1.83535,1.41964,57.671
1.83535,1.42857,57.671
1.83535,1.4375,57.671
1.83535,1.44643,57.671
1.83535,1.45536,57.671
1.83535,1.46429,57.671
1.83535,1.47321,57.671
1.83535,1.48214,57.671
1.83535,1.49107,57.671
1.83535,1.5,57.671
1.83535,1.50893,57.671
1.83535,1.51786,57.671
1.82567,0,77.107
1.82567,0.00892857,55.916
1.82567,0.0178571,57.138
1.82567,0.0267857,57.312
1.82567,0.0357143,57.671
1.82567,0.0446429,57.671
1.82567,0.0535714,57.671
1.82567,0.0625,57.671
1.82567,0.0714286,57.671
1.82567,0.0803571,57.671
1.82567,0.0892857,57.671
1.82567,0.0982143,57.671
1.82567,0.107143,57.671
1.82567,0.116071,57.671
1.82567,0.125,57.671
1.82567,0.133929,57.671
1.82567,0.142857,57.671
1.82567,0.151786,57.671
1.82567,0.160714,57.671
1.82567,0.169643,57.671
1.82567,0.178571,57.671
1.82567,0.1875,57.671
1.82567,0.196429,57.671
1.82567,0.205357,57.671
1.82567,0.214286,57.671
1.82567,0.223214,57.671
1.82567,0.232143,57.671
1.82567,0.241071,57.671
1.82567,0.25,57.671
1.82567,0.258929,57.671
1.82567,0.267857,57.671
1.82567,0.276786,57.671
1.82567,0.285714,57.671
1.82567,0.294643,57.671
1.82567,0.303571,57.372
1.82567,0.3125,57.834
1.82567,0.321429,57.035
1.82567,0.330357,57.194
1.82567,0.339286,147.602
1.82567,0.348214,163.227
1.82567,0.357143,166.683
1.82567,0.366071,165.21
1.82567,0.375,167.556
1.82567,0.383929,168.294
1.82567,0.392857,171.021
1.82567,0.401786,171.292
1.82567,0.410714,172.335
1.82567,0.419643,173.834
1.82567,0.428571,174.806
1.82567,0.4375,176.333
1.82567,0.446429,177.219
1.82567,0.455357,176.746
1.82567,0.464286,176.675
1.82567,0.473214,177.604
1.82567,0.482143,175.946
1.82567,0.491071,176.946
1.82567,0.5,176.348
1.82567,0.508929,176.462
1.82567,0.517857,176.277
1.82567,0.526786,175.505
1.82567,0.535714,176.32
1.82567,0.544643,174.249
1.82567,0.553571,174.95
1.82567,0.5625,175.466
1.82567,0.571429,176.466
1.82567,0.580357,174.993
1.82567,0.589286,172.623
1.82567,0.598214,170.769
1.82567,0.607143,169.502
1.82567,0.616071,169.132
1.82567,0.625,167.235
1.82567,0.633929,166.523
1.82567,0.642857,165.071
1.82567,0.651786,163.092
1.82567,0.660714,163.619
1.82567,0.669643,162.135
1.82567,0.678571,160.651
1.82567,0.6875,155.281
1.82567,0.696429,158.395
1.82567,0.705357,154.107
1.82567,0.714286,151.439
1.82567,0.723214,145.048
1.82567,0.732143,147.369
1.82567,0.741071,140.761
1.82567,0.75,132.68
1.82567,0.758929,134.012
1.82567,0.767857,125.931
1.82567,0.776786,127.953
1.82567,0.785714,121.149
1.82567,0.794643,120.171
1.82567,0.803571,112.595
1.82567,0.8125,110.204
1.82567,0.821429,107.215
1.82567,0.830357,105.628
1.82567,0.839286,100.938
1.82567,0.848214,97.65
1.82567,0.857143,95.889
1.82567,0.866071,95.302
1.82567,0.875,91.199
1.82567,0.883929,91.313
1.82567,0.892857,89.21
1.82567,0.901786,85.922
1.82567,0.910714,86.52
1.82567,0.919643,84.335
1.82567,0.928571,85.221
1.82567,0.9375,84.449
1.82567,0.946429,83.449
1.82567,0.955357,83.862
1.82567,0.964286,84.748
1.82567,0.973214,84.634
1.82567,0.982143,84.047
1.82567,0.991071,84.172
1.82567,1,84.77
1.82567,1.00893,84.77
1.82567,1.01786,85.368
1.82567,1.02679,87.379
1.82567,1.03571,86.977
1.82567,1.04464,87.575
1.82567,1.05357,88.646
1.82567,1.0625,88.016
1.82567,1.07143,90.924
1.82567,1.08036,91.946
1.82567,1.08929,89.017
1.82567,1.09821,91.028
1.82567,1.10714,93.822
1.82567,1.11607,93.143
1.82567,1.125,92.426
1.82567,1.13393,90.693
1.82567,1.14286,92.71
1.82567,1.15179,91.721
1.82567,1.16071,90.259
1.82567,1.16964,89.324
1.82567,1.17857,88.819
1.82567,1.1875,87.189
