qz,qxy,intensity
0.682809,0.633929,101.166
0.682809,0.642857,100.579
0.682809,0.651786,98.465
0.682809,0.660714,98.579
0.682809,0.669643,98.465
0.682809,0.678571,97.166
0.682809,0.6875,103.465
0.682809,0.696429,94.579
0.682809,0.705357,101.465
0.682809,0.714286,101.166
0.682809,0.723214,101.454
0.682809,0.732143,100.155
0.682809,0.741071,102.144
0.682809,0.75,106.133
0.682809,0.758929,106.133
0.682809,0.767857,107.834
0.682809,0.776786,108.834
0.682809,0.785714,109.78
0.682809,0.794643,111.182
0.682809,0.803571,115.584
0.682809,0.8125,120.448
0.682809,0.821429,127.54
0.682809,0.830357,133.034
0.682809,0.839286,131.311
0.682809,0.848214,135.289
0.682809,0.857143,138.267
0.682809,0.866071,144.359
0.682809,0.875,146.44
0.682809,0.883929,149.934
0.682809,0.892857,154.015
0.682809,0.901786,154.107
0.682809,0.910714,156.808
0.682809,0.919643,157.982
0.682809,0.928571,158.085
0.682809,0.9375,158.726
0.682809,0.946429,157.014
0.682809,0.955357,158.313
0.682809,0.964286,159.726
0.682809,0.973214,157.21
0.682809,0.982143,158.096
0.682809,0.991071,162.64
0.682809,1,162.526
0.682809,1.00893,161.896
0.682809,1.01786,161.679
0.682809,1.02679,162.174
0.682809,1.03571,163.957
0.682809,1.04464,166.441
0.682809,1.05357,168.914
0.682809,1.0625,168.028
0.682809,1.07143,169.028
0.682809,1.08036,166.544
0.682809,1.08929,163.174
0.682809,1.09821,160.505
0.682809,1.10714,161.939
0.682809,1.11607,159.683
0.682809,1.125,158.971
0.682809,1.13393,159.156
0.682809,1.14286,160.341
0.682809,1.15179,159.053
0.682809,1.16071,160.053
0.682809,1.16964,160.754
0.682809,1.17857,159.156
0.682809,1.1875,160.971
0.682809,1.19643,163.341
0.682809,1.20536,161.825
0.682809,1.21429,161.01
0.682809,1.22321,162.206
0.682809,1.23214,158.907
0.682809,1.24107,161.01
0.682809,1.25,162.825
0.682809,1.25893,160.238
0.682809,1.26786,163.249
0.682809,1.27679,160.868
0.682809,1.28571,158.085
0.682809,1.29464,158.085
0.682809,1.30357,156.406
0.682809,1.3125,151.809
0.682809,1.32143,143.614
0.682809,1.33036,136.267
0.682809,1.33929,134.012
0.682809,1.34821,124.056
0.682809,1.35714,118.377
0.682809,1.36607,116.399
0.682809,1.375,110.111
0.682809,1.38393,109.823
0.682809,1.39286,105.133
0.682809,1.40179,100.856
0.682809,1.41071,100.155
0.682809,1.41964,99.166
0.682809,1.42857,94.59
0.682809,1.4375,93.601
0.682809,1.44643,90.911
0.682809,1.45536,88.509
0.682809,1.46429,88.335
0.682809,1.47321,85.862
0.682809,1.48214,85.15
0.682809,1.49107,83.851
0.682809,1.5,83.036
0.682809,1.50893,84.232
0.682809,1.51786,84.944
0.673123,0,103.361
0.673123,0.00892857,87.15
0.673123,0.0178571,88.236
0.673123,0.0267857,91.666
0.673123,0.0357143,90.509
0.673123,0.0446429,91.911
0.673123,0.0535714,94.9
0.673123,0.0625,95.188
0.673123,0.0714286,95.878
0.673123,0.0803571,99.166
0.673123,0.0892857,97.568
0.673123,0.0982143,104.209
0.673123,0.107143,102.647
0.673123,0.116071,57.094
0.673123,0.125,58.34
0.673123,0.133929,55.991
0.673123,0.142857,56.856
0.673123,0.151786,58.133
0.673123,0.160714,65.352
0.673123,0.169643,102.041
0.673123,0.178571,99.465
0.673123,0.1875,99.003
0.673123,0.196429,91.878
0.673123,0.205357,92.487
0.673123,0.214286,92.487
0.673123,0.223214,92.498
0.673123,0.232143,90.911
0.673123,0.241071,90.911
0.673123,0.25,88.911
0.673123,0.258929,87.21
0.673123,0.267857,88.922
0.673123,0.276786,88.221
0.673123,0.285714,88.221
0.673123,0.294643,88.52
0.673123,0.303571,87.15
0.673123,0.3125,86.15
0.673123,0.321429,87.15
0.673123,0.330357,87.449
0.673123,0.339286,86.449
0.673123,0.348214,86.449
0.673123,0.357143,85.862
0.673123,0.366071,85.449
0.673123,0.375,85.449
0.673123,0.383929,86.449
0.673123,0.392857,85.449
0.673123,0.401786,85.449
0.673123,0.410714,86.748
0.673123,0.419643,86.449
0.673123,0.428571,87.862
0.673123,0.4375,85.748
0.673123,0.446429,85.748
0.673123,0.455357,87.748
0.673123,0.464286,89.335
0.673123,0.473214,87.737
0.673123,0.482143,92.313
0.673123,0.491071,92.715
0.673123,0.5,96.003
0.673123,0.508929,98.867
0.673123,0.517857,102.329
0.673123,0.526786,106.019
0.673123,0.535714,109.709
0.673123,0.544643,111.709
0.673123,0.553571,114.997
0.673123,0.5625,111.41
0.673123,0.571429,115.296
0.673123,0.580357,111.535
0.673123,0.589286,106.834
0.673123,0.598214,104.834
0.673123,0.607143,106.845
0.673123,0.616071,100.856
0.673123,0.625,99.454
0.673123,0.633929,99.579
0.673123,0.642857,101.579
0.673123,0.651786,100.166
0.673123,0.660714,100.166
0.673123,0.669643,98.465
0.673123,0.678571,100.465
0.673123,0.6875,96.878
0.673123,0.696429,96.878
0.673123,0.705357,96.878
0.673123,0.714286,98.579
0.673123,0.723214,99.579
0.673123,0.732143,102.166
0.673123,0.741071,103.155
0.673123,0.75,101.856
0.673123,0.758929,103.443
0.673123,0.767857,102.845
0.673123,0.776786,107.845
0.673123,0.785714,109.72
0.673123,0.794643,109.307
0.673123,0.803571,112.41
0.673123,0.8125,112.986
0.673123,0.821429,120.263
0.673123,0.830357,130.654
0.673123,0.839286,129.344
0.673123,0.848214,132.724
0.673123,0.857143,133.588
0.673123,0.866071,138.68
0.673123,0.875,142.462
0.673123,0.883929,146.956
0.673123,0.892857,150.439
0.673123,0.901786,154.004
0.673123,0.910714,152.694
0.673123,0.919643,156.281
0.673123,0.928571,153.982
0.673123,0.9375,156.982
0.673123,0.946429,156.797
0.673123,0.955357,156.911
0.673123,0.964286,157.096
0.673123,0.973214,154.395
0.673123,0.982143,155.982
0.673123,0.991071,158.558
0.673123,1,158.341
0.673123,1.00893,159.124
0.673123,1.01786,161.32
0.673123,1.02679,163.277
0.673123,1.03571,165.875
0.673123,1.04464,165.473
0.673123,1.05357,164.843
0.673123,1.0625,164.914
0.673123,1.07143,166.142
0.673123,1.08036,162.772
0.673123,1.08929,164.587
0.673123,1.09821,162.619
0.673123,1.10714,162.939
0.673123,1.11607,157.971
0.673123,1.125,156.085
0.673123,1.13393,159.384
0.673123,1.14286,159.982
0.673123,1.15179,160.281
0.673123,1.16071,158.982
0.673123,1.16964,159.096
0.673123,1.17857,157.085
0.673123,1.1875,157.672
0.673123,1.19643,160.341
0.673123,1.20536,159.64
0.673123,1.21429,158.352
0.673123,1.22321,161.309
0.673123,1.23214,161.836
0.673123,1.24107,159.537
0.673123,1.25,161.651
0.673123,1.25893,162.95
0.673123,1.26786,161.765
0.673123,1.27679,159.868
0.673123,1.28571,157.384
0.673123,1.29464,158.384
0.673123,1.30357,151.993
0.673123,1.3125,151.912
0.673123,1.32143,144.429
0.673123,1.33036,142.669
0.673123,1.33929,135.588
0.673123,1.34821,133.333
0.673123,1.35714,123.779
0.673123,1.36607,116.801
0.673123,1.375,113.524
0.673123,1.38393,108.834
0.673123,1.39286,109.133
0.673123,1.40179,103.443
0.673123,1.41071,97.155
0.673123,1.41964,97.166
0.673123,1.42857,93.889
0.673123,1.4375,93.9
0.673123,1.44643,90.911
0.673123,1.45536,87.922
0.673123,1.46429,88.748
0.673123,1.47321,85.862
0.673123,1.48214,84.161
0.673123,1.49107,83.862
0.673123,1.5,83.335
0.673123,1.50893,83.335
0.673123,1.51786,84.346
0.663438,0,103.361
0.663438,0.00892857,88.623
0.663438,0.0178571,89.905
0.663438,0.0267857,91.976
0.663438,0.0357143,91.911
0.663438,0.0446429,92.9
0.663438,0.0535714,93.188
0.663438,0.0625,91.889
0.663438,0.0714286,97.878
0.663438,0.0803571,100.166
0.663438,0.0892857,105.155
0.663438,0.0982143,104.34
0.663438,0.107143,105.45
0.663438,0.116071,56.838
0.663438,0.125,57.112
0.663438,0.133929,56.105
0.663438,0.142857,58.269
0.663438,0.151786,57.019
0.663438,0.160714,75.433
0.663438,0.169643,103.144
0.663438,0.178571,99.166
0.663438,0.1875,96.889
0.663438,0.196429,98.188
0.663438,0.205357,95.889
0.663438,0.214286,91.9
0.663438,0.223214,92.498
0.663438,0.232143,91.911
0.663438,0.241071,89.911
0.663438,0.25,89.911
0.663438,0.258929,88.21
0.663438,0.267857,89.221
0.663438,0.276786,89.221
0.663438,0.285714,86.221
0.663438,0.294643,85.933
0.663438,0.303571,87.449
0.663438,0.3125,86.449
0.663438,0.321429,87.449
0.663438,0.330357,87.449
0.663438,0.339286,86.449
0.663438,0.348214,86.449
0.663438,0.357143,86.449
0.663438,0.366071,85.449
0.663438,0.375,85.449
0.663438,0.383929,85.449
0.663438,0.392857,85.449
0.663438,0.401786,85.449
0.663438,0.410714,85.449
0.663438,0.419643,86.449
0.663438,0.428571,86.449
0.663438,0.4375,86.449
0.663438,0.446429,87.449
0.663438,0.455357,86.449
0.663438,0.464286,87.449
0.663438,0.473214,88.851
0.663438,0.482143,89.851
0.663438,0.491071,90.851
0.663438,0.5,92.737
0.663438,0.508929,94.476
0.663438,0.517857,97.237
0.663438,0.526786,105.514
0.663438,0.535714,107.905
0.663438,0.544643,108.595
0.663438,0.553571,111.595
0.663438,0.5625,113.883
0.663438,0.571429,111.883
0.663438,0.580357,111.111
0.663438,0.589286,111.111
0.663438,0.598214,108.41
0.663438,0.607143,100.834
0.663438,0.616071,102.443
0.663438,0.625,98.155
0.663438,0.633929,102.465
0.663438,0.642857,97.579
0.663438,0.651786,100.867
0.663438,0.660714,102.867
0.663438,0.669643,98.166
0.663438,0.678571,95.465
0.663438,0.6875,102.878
0.663438,0.696429,97.878
0.663438,0.705357,99.878
0.663438,0.714286,97.878
0.663438,0.723214,95.878
0.663438,0.732143,97.465
0.663438,0.741071,98.166
0.663438,0.75,101.166
0.663438,0.758929,98.166
0.663438,0.767857,101.867
0.663438,0.776786,102.856
0.663438,0.785714,109.443
0.663438,0.794643,106.133
0.663438,0.803571,109.834
0.663438,0.8125,112.111
0.663438,0.821429,117.801
0.663438,0.830357,122.676
0.663438,0.839286,124.779
0.663438,0.848214,130.045
0.663438,0.857143,135.012
0.663438,0.866071,136.403
0.663438,0.875,140.897
0.663438,0.883929,145.163
0.663438,0.892857,148.646
0.663438,0.901786,151.314
0.663438,0.910714,150.591
0.663438,0.919643,153.993
0.663438,0.928571,154.58
0.663438,0.9375,157.281
0.663438,0.946429,159.982
0.663438,0.955357,159.982
0.663438,0.964286,158.982
0.663438,0.973214,157.281
0.663438,0.982143,157.982
0.663438,0.991071,157.672
0.663438,1,156.971
0.663438,1.00893,158.466
0.663438,1.01786,162.836
0.663438,1.02679,161.32
0.663438,1.03571,163.277
0.663438,1.04464,164.277
0.663438,1.05357,164.06
0.663438,1.0625,166.316
0.663438,1.07143,163.544
0.663438,1.08036,160.886
0.663438,1.08929,165.516
0.663438,1.09821,164.733
0.663438,1.10714,160.993
0.663438,1.11607,157.982
0.663438,1.125,159.085
0.663438,1.13393,156.683
0.663438,1.14286,159.096
0.663438,1.15179,155.808
0.663438,1.16071,157.395
0.663438,1.16964,156.096
0.663438,1.17857,155.797
0.663438,1.1875,157.085
0.663438,1.19643,160.754
0.663438,1.20536,157.341
0.663438,1.21429,157.754
0.663438,1.22321,160.352
0.663438,1.23214,160.765
0.663438,1.24107,162.765
0.663438,1.25,160.776
0.663438,1.25893,163.765
0.663438,1.26786,161.167
0.663438,1.27679,161.281
0.663438,1.28571,158.096
0.663438,1.29464,153.096
0.663438,1.30357,156.993
0.663438,1.3125,150.439
0.663438,1.32143,146.842
0.663438,1.33036,139.669
0.663438,1.33929,137.289
0.663438,1.34821,131.023
0.663438,1.35714,125.355
0.663438,1.36607,118.801
0.663438,1.375,112.524
0.663438,1.38393,107.834
0.663438,1.39286,106.133
0.663438,1.40179,103.557
0.663438,1.41071,100.155
0.663438,1.41964,99.166
0.663438,1.42857,95.889
0.663438,1.4375,93.199
0.663438,1.44643,91.509
0.663438,1.45536,87.221
0.663438,1.46429,88.335
0.663438,1.47321,87.862
0.663438,1.48214,85.574
0.663438,1.49107,85.574
0.663438,1.5,84.449
0.663438,1.50893,84.449
0.663438,1.51786,83.873
0.653753,0,103.529
0.653753,0.00892857,88.466
0.653753,0.0178571,89.053
0.653753,0.0267857,91.107
0.653753,0.0357143,91.21
0.653753,0.0446429,92.612
0.653753,0.0535714,93.487
0.653753,0.0625,95.889
0.653753,0.0714286,96.878
0.653753,0.0803571,96.166
0.653753,0.0892857,103.155
0.653753,0.0982143,104.927
0.653753,0.107143,106.45
0.653753,0.116071,58.756
0.653753,0.125,58.226
0.653753,0.133929,56.703
0.653753,0.142857,56.97
0.653753,0.151786,56.432
0.653753,0.160714,80.422
0.653753,0.169643,105.432
0.653753,0.178571,99.867
0.653753,0.1875,98.59
0.653753,0.196429,98.889
0.653753,0.205357,95.889
0.653753,0.214286,91.889
0.653753,0.223214,88.498
0.653753,0.232143,89.911
0.653753,0.241071,88.911
0.653753,0.25,89.911
0.653753,0.258929,89.21
0.653753,0.267857,90.221
0.653753,0.276786,89.221
0.653753,0.285714,87.221
0.653753,0.294643,86.933
0.653753,0.303571,87.449
0.653753,0.3125,87.449
0.653753,0.321429,87.449
0.653753,0.330357,86.449
0.653753,0.339286,86.449
0.653753,0.348214,86.449
0.653753,0.357143,86.449
0.653753,0.366071,85.449
0.653753,0.375,85.449
0.653753,0.383929,85.449
0.653753,0.392857,86.449
0.653753,0.401786,86.449
0.653753,0.410714,85.449
0.653753,0.419643,85.449
0.653753,0.428571,85.449
0.653753,0.4375,86.449
0.653753,0.446429,87.449
0.653753,0.455357,87.449
0.653753,0.464286,87.449
0.653753,0.473214,86.851
0.653753,0.482143,85.851
0.653753,0.491071,89.851
0.653753,0.5,91.438
0.653753,0.508929,91.199
0.653753,0.517857,97.074
0.653753,0.526786,94.351
0.653753,0.535714,99.514
0.653753,0.544643,106.318
0.653753,0.553571,113.193
0.653753,0.5625,108.595
0.653753,0.571429,110.883
0.653753,0.580357,109.399
0.653753,0.589286,114.399
0.653753,0.598214,116.111
0.653753,0.607143,107.823
0.653753,0.616071,105.133
0.653753,0.625,104.443
0.653753,0.633929,100.856
0.653753,0.642857,98.753
0.653753,0.651786,96.579
0.653753,0.660714,99.579
0.653753,0.669643,97.579
0.653753,0.678571,100.878
0.653753,0.6875,98.878
0.653753,0.696429,97.878
0.653753,0.705357,97.878
0.653753,0.714286,95.878
0.653753,0.723214,97.878
0.653753,0.732143,99.878
0.653753,0.741071,99.878
0.653753,0.75,98.166
0.653753,0.758929,96.166
0.653753,0.767857,99.166
0.653753,0.776786,102.454
0.653753,0.785714,100.557
0.653753,0.794643,106.133
0.653753,0.803571,107.834
0.653753,0.8125,111.41
0.653753,0.821429,111.399
0.653753,0.830357,115.089
0.653753,0.839286,124.676
0.653753,0.848214,122.241
0.653753,0.857143,126.208
0.653753,0.866071,135.012
0.653753,0.875,134.392
0.653753,0.883929,136.185
0.653753,0.892857,144.554
0.653753,0.901786,153.738
0.653753,0.910714,153.727
0.653753,0.919643,153.417
0.653753,0.928571,154.292
0.653753,0.9375,153.993
0.653753,0.946429,158.982
0.653753,0.955357,157.982
0.653753,0.964286,155.971
0.653753,0.973214,155.982
0.653753,0.982143,156.982
0.653753,0.991071,158.786
0.653753,1,155.096
0.653753,1.00893,157.694
0.653753,1.01786,160.765
0.653753,1.02679,160.124
0.653753,1.03571,161.722
0.653753,1.04464,163.608
0.653753,1.05357,162.69
0.653753,1.0625,164.832
0.653753,1.07143,167.359
0.653753,1.08036,165.587
0.653753,1.08929,164.217
0.653753,1.09821,159.363
0.653753,1.10714,156.58
0.653753,1.11607,156.982
0.653753,1.125,157.096
0.653753,1.13393,156.096
0.653753,1.14286,156.509
0.653753,1.15179,154.808
0.653753,1.16071,156.808
0.653753,1.16964,156.395
0.653753,1.17857,155.096
0.653753,1.1875,155.797
0.653753,1.19643,159.754
0.653753,1.20536,159.341
0.653753,1.21429,159.341
0.653753,1.22321,159.754
0.653753,1.23214,161.053
0.653753,1.24107,162.466
0.653753,1.25,161.765
0.653753,1.25893,162.053
0.653753,1.26786,160.156
0.653753,1.27679,158.982
0.653753,1.28571,156.982
0.653753,1.29464,156.797
0.653753,1.30357,155.694
0.653753,1.3125,152.439
0.653753,1.32143,145.13
0.653753,1.33036,139.256
0.653753,1.33929,134.691
0.653753,1.34821,130.023
0.653753,1.35714,123.942
0.653753,1.36607,120.203
0.653753,1.375,112.698
0.653753,1.38393,110.122
0.653753,1.39286,105.133
0.653753,1.40179,106.443
0.653753,1.41071,100.856
0.653753,1.41964,96.753
0.653753,1.42857,95.59
0.653753,1.4375,90.199
0.653753,1.44643,91.911
0.653753,1.45536,88.509
0.653753,1.46429,87.922
0.653753,1.47321,86.15
0.653753,1.48214,85.46
0.653753,1.49107,84.161
0.653753,1.5,82.862
0.653753,1.50893,84.449
0.653753,1.51786,84.46
0.644068,0,103.099
0.644068,0.00892857,88.395
0.644068,0.0178571,89.999
0.644068,0.0267857,89.879
0.644068,0.0357143,89.623
0.644068,0.0446429,91.911
0.644068,0.0535714,94.601
0.644068,0.0625,97.889
0.644068,0.0714286,96.878
0.644068,0.0803571,100.867
0.644068,0.0892857,104.155
0.644068,0.0982143,107.916
0.644068,0.107143,109.553
0.644068,0.116071,61.261
0.644068,0.125,57.052
0.644068,0.133929,57.899
0.644068,0.142857,56.97
0.644068,0.151786,54.877
0.644068,0.160714,88.258
0.644068,0.169643,107.247
0.644068,0.178571,98.568
0.644068,0.1875,97.579
0.644068,0.196429,99.177
0.644068,0.205357,95.291
0.644068,0.214286,95.188
0.644068,0.223214,93.199
0.644068,0.232143,89.911
0.644068,0.241071,89.911
0.644068,0.25,88.911
0.644068,0.258929,90.21
0.644068,0.267857,89.221
0.644068,0.276786,89.221
0.644068,0.285714,88.221
0.644068,0.294643,87.933
0.644068,0.303571,87.449
0.644068,0.3125,87.449
0.644068,0.321429,88.449
0.644068,0.330357,86.449
0.644068,0.339286,86.449
0.644068,0.348214,86.449
0.644068,0.357143,86.449
0.644068,0.366071,85.449
0.644068,0.375,86.449
0.644068,0.383929,86.449
0.644068,0.392857,86.449
0.644068,0.401786,87.449
0.644068,0.410714,86.449
0.644068,0.419643,85.449
0.644068,0.428571,84.449
0.644068,0.4375,85.449
0.644068,0.446429,85.748
0.644068,0.455357,87.449
0.644068,0.464286,87.449
0.644068,0.473214,87.15
0.644068,0.482143,85.851
0.644068,0.491071,87.851
0.644068,0.5,87.851
0.644068,0.508929,88.21
0.644068,0.517857,87.797
0.644068,0.526786,97.373
0.644068,0.535714,95.764
0.644068,0.544643,99.155
0.644068,0.553571,103.03
0.644068,0.5625,111.72
0.644068,0.571429,111.834
0.644068,0.580357,113.111
0.644068,0.589286,117.399
0.644068,0.598214,116.399
0.644068,0.607143,113.812
0.644068,0.616071,109.823
0.644068,0.625,109.834
0.644068,0.633929,101.133
0.644068,0.642857,100.867
0.644068,0.651786,95.878
0.644068,0.660714,97.878
0.644068,0.669643,94.878
0.644068,0.678571,91.878
0.644068,0.6875,97.476
0.644068,0.696429,92.889
0.644068,0.705357,99.476
0.644068,0.714286,96.59
0.644068,0.723214,92.889
0.644068,0.732143,92.878
0.644068,0.741071,96.878
0.644068,0.75,95.465
0.644068,0.758929,97.579
0.644068,0.767857,96.878
0.644068,0.776786,103.166
0.644068,0.785714,97.856
0.644068,0.794643,100.144
0.644068,0.803571,105.133
0.644068,0.8125,109.834
0.644068,0.821429,111.111
0.644068,0.830357,114.1
0.644068,0.839286,116.388
0.644068,0.848214,119.252
0.644068,0.857143,120.529
0.644068,0.866071,128.632
0.644068,0.875,133.012
0.644068,0.883929,138.207
0.644068,0.892857,146.761
0.644068,0.901786,150.358
0.644068,0.910714,150.76
0.644068,0.919643,152.026
0.644068,0.928571,151.716
0.644068,0.9375,152.705
0.644068,0.946429,156.982
0.644068,0.955357,157.982
0.644068,0.964286,158.971
0.644068,0.973214,158.27
0.644068,0.982143,157.982
0.644068,0.991071,160.797
0.644068,1,156.096
0.644068,1.00893,157.694
0.644068,1.01786,158.281
0.644068,1.02679,160.58
0.644068,1.03571,153.352
0.644068,1.04464,161.341
0.644068,1.05357,161.896
0.644068,1.0625,162.462
0.644068,1.07143,164.69
0.644068,1.08036,160.918
0.644068,1.08929,160.021
0.644068,1.09821,159.651
0.644068,1.10714,156.58
0.644068,1.11607,155.982
0.644068,1.125,156.509
0.644068,1.13393,157.509
0.644068,1.14286,157.107
0.644068,1.15179,157.107
0.644068,1.16071,156.107
0.644068,1.16964,155.808
0.644068,1.17857,155.808
0.644068,1.1875,158.395
0.644068,1.19643,158.868
0.644068,1.20536,161.868
0.644068,1.21429,155.982
0.644068,1.22321,157.868
0.644068,1.23214,157.982
0.644068,1.24107,158.868
0.644068,1.25,157.281
0.644068,1.25893,160.167
0.644068,1.26786,158.27
0.644068,1.27679,159.683
0.644068,1.28571,161.384
0.644068,1.29464,156.085
0.644068,1.30357,153.395
0.644068,1.3125,152.727
0.644068,1.32143,150.532
0.644068,1.33036,141.957
0.644068,1.33929,135.99
0.644068,1.34821,133.724
0.644068,1.35714,123.643
0.644068,1.36607,119.79
0.644068,1.375,112.812
0.644068,1.38393,111.823
0.644068,1.39286,110.535
0.644068,1.40179,107.144
0.644068,1.41071,101.856
0.644068,1.41964,93.155
0.644068,1.42857,91.878
0.644068,1.4375,96.188
0.644068,1.44643,90.911
0.644068,1.45536,88.21
0.644068,1.46429,88.922
0.644068,1.47321,87.15
0.644068,1.48214,86.161
0.644068,1.49107,85.161
0.644068,1.5,83.449
0.644068,1.50893,83.449
0.644068,1.51786,84.46
0.634383,0,104.142
0.634383,0.00892857,90.079
0.634383,0.0178571,90.971
0.634383,0.0267857,88.808
0.634383,0.0357143,92.509
0.634383,0.0446429,90.911
0.634383,0.0535714,93.9
0.634383,0.0625,97.59
0.634383,0.0714286,97.878
0.634383,0.0803571,100.155
0.634383,0.0892857,103.856
0.634383,0.0982143,108.503
0.634383,0.107143,111.884
0.634383,0.116071,65.57
0.634383,0.125,56.454
0.634383,0.133929,58.611
0.634383,0.142857,56.856
0.634383,0.151786,55.795
0.634383,0.160714,101.567
0.634383,0.169643,107.236
0.634383,0.178571,103.557
0.634383,0.1875,97.454
0.634383,0.196429,93.166
0.634383,0.205357,99.465
0.634383,0.214286,98.177
0.634383,0.223214,95.9
0.634383,0.232143,93.498
0.634383,0.241071,95.911
0.634383,0.25,90.911
0.634383,0.258929,91.21
0.634383,0.267857,89.221
0.634383,0.276786,87.221
0.634383,0.285714,87.221
0.634383,0.294643,85.933
0.634383,0.303571,87.449
0.634383,0.3125,87.449
0.634383,0.321429,88.449
0.634383,0.330357,86.449
0.634383,0.339286,86.449
0.634383,0.348214,86.449
0.634383,0.357143,86.449
0.634383,0.366071,85.449
0.634383,0.375,85.449
0.634383,0.383929,85.449
0.634383,0.392857,86.449
0.634383,0.401786,86.449
0.634383,0.410714,85.449
0.634383,0.419643,85.449
0.634383,0.428571,84.449
0.634383,0.4375,85.161
0.634383,0.446429,84.862
0.634383,0.455357,84.161
0.634383,0.464286,85.748
0.634383,0.473214,86.449
0.634383,0.482143,85.449
0.634383,0.491071,86.449
0.634383,0.5,88.851
0.634383,0.508929,89.221
0.634383,0.517857,89.922
0.634383,0.526786,91.21
0.634383,0.535714,94.188
0.634383,0.544643,95.291
0.634383,0.553571,102.454
0.634383,0.5625,102.443
0.634383,0.571429,104.845
0.634383,0.580357,106.823
0.634383,0.589286,114.111
0.634383,0.598214,118.111
0.634383,0.607143,111.111
0.634383,0.616071,111.111
0.634383,0.625,107.524
0.634383,0.633929,109.823
0.634383,0.642857,102.856
0.634383,0.651786,102.579
0.634383,0.660714,96.166
0.634383,0.669643,95.878
0.634383,0.678571,96.878
0.634383,0.6875,94.889
0.634383,0.696429,94.889
0.634383,0.705357,97.889
0.634383,0.714286,95.889
0.634383,0.723214,93.889
0.634383,0.732143,97.476
0.634383,0.741071,95.889
0.634383,0.75,93.889
0.634383,0.758929,98.878
0.634383,0.767857,96.878
0.634383,0.776786,99.166
0.634383,0.785714,93.155
0.634383,0.794643,100.856
0.634383,0.803571,108.144
0.634383,0.8125,105.133
0.634383,0.821429,108.535
0.634383,0.830357,111.823
0.634383,0.839286,112.111
0.634383,0.848214,120.388
0.634383,0.857143,124.437
0.634383,0.866071,124.839
0.634383,0.875,129.92
0.634383,0.883929,139.702
0.634383,0.892857,136.897
0.634383,0.901786,141.989
0.634383,0.910714,148.782
0.634383,0.919643,147.749
0.634383,0.928571,148.336
0.634383,0.9375,156.716
0.634383,0.946429,158.694
0.634383,0.955357,159.982
0.634383,0.964286,158.971
0.634383,0.973214,156.971
0.634383,0.982143,159.982
0.634383,0.991071,158.096
0.634383,1,156.096
0.634383,1.00893,156.808
0.634383,1.01786,152.808
0.634383,1.02679,157.509
0.634383,1.03571,154.096
0.634383,1.04464,157.085
0.634383,1.05357,159.526
0.634383,1.0625,162.907
0.634383,1.07143,161.608
0.634383,1.08036,161.423
0.634383,1.08929,160.238
0.634383,1.09821,160.167
0.634383,1.10714,158.281
0.634383,1.11607,158.281
0.634383,1.125,157.808
0.634383,1.13393,156.107
0.634383,1.14286,153.107
0.634383,1.15179,153.819
0.634383,1.16071,154.118
0.634383,1.16964,156.107
0.634383,1.17857,154.107
0.634383,1.1875,154.808
0.634383,1.19643,158.982
0.634383,1.20536,158.281
0.634383,1.21429,158.982
0.634383,1.22321,155.982
0.634383,1.23214,157.982
0.634383,1.24107,161.982
0.634383,1.25,160.281
0.634383,1.25893,159.569
0.634383,1.26786,157.444
0.634383,1.27679,158.683
0.634383,1.28571,156.096
0.634383,1.29464,156.683
0.634383,1.30357,156.982
0.634383,1.3125,151.727
0.634383,1.32143,149.82
0.634383,1.33036,146.245
0.634383,1.33929,142.278
0.634383,1.34821,134.311
0.634383,1.35714,127.045
0.634383,1.36607,119.491
0.634383,1.375,119.1
0.634383,1.38393,112.524
0.634383,1.39286,105.535
0.634383,1.40179,107.133
0.634383,1.41071,101.144
0.634383,1.41964,98.155
0.634383,1.42857,97.465
0.634383,1.4375,95.188
0.634383,1.44643,89.199
0.634383,1.45536,88.911
0.634383,1.46429,92.324
0.634383,1.47321,87.15
0.634383,1.48214,86.862
0.634383,1.49107,83.862
0.634383,1.5,83.15
0.634383,1.50893,84.15
0.634383,1.51786,83.574
0.624697,0,106.159
0.624697,0.00892857,89.025
0.624697,0.0178571,85.883
0.624697,0.0267857,87.851
0.624697,0.0357143,90.21
0.624697,0.0446429,91.911
0.624697,0.0535714,94.188
0.624697,0.0625,97.579
0.624697,0.0714286,96.753
0.624697,0.0803571,101.856
0.624697,0.0892857,107.03
0.624697,0.0982143,107.78
0.624697,0.107143,112.759
0.624697,0.116071,66.167
0.624697,0.125,55.856
0.624697,0.133929,58.269
0.624697,0.142857,56.731
0.624697,0.151786,56.3
0.624697,0.160714,108.463
0.624697,0.169643,109.41
0.624697,0.178571,108.432
0.624697,0.1875,101.155
0.624697,0.196429,99.454
0.624697,0.205357,95.166
0.624697,0.214286,96.177
0.624697,0.223214,90.9
0.624697,0.232143,96.612
0.624697,0.241071,92.911
0.624697,0.25,91.911
0.624697,0.258929,91.21
0.624697,0.267857,89.221
0.624697,0.276786,87.221
0.624697,0.285714,88.221
0.624697,0.294643,86.933
0.624697,0.303571,86.449
0.624697,0.3125,88.449
0.624697,0.321429,87.449
0.624697,0.330357,84.449
0.624697,0.339286,85.449
0.624697,0.348214,86.449
0.624697,0.357143,87.449
0.624697,0.366071,85.449
0.624697,0.375,85.449
0.624697,0.383929,86.449
0.624697,0.392857,86.449
0.624697,0.401786,86.449
0.624697,0.410714,86.449
