experiment_id,paper_id,material_id,experiment_family_id,characteriation_id,reference_type,reference_doi,include_in_unity,solvent,solvent_mixture,additives,concentration_mg_ml,characterization_type,casting_method,substrate,substrate_treatment,substrate_treatment_time_minute,anneal,anneal_temp_C,anneal_time_minute,anneal_atmosphere,film_thickness_min_nm,film_thickness_max_nm,film_thickness_nominal_nm,orientation_label,casting_parameters_json,peaks_json,dspacing_json,method_json_path,experiment_json_path,characterization_json_path,giwaxs_1d_path,giwaxs_2d_path,notes
PNDI2ODT2_CB_35C_spincoat_65nm, PNDI2ODT2_Tang2022_macromolcules,PNDI2ODT2,PNDI2ODT2_CB_35C,,literature,10.1021/acs.macromol.2c01025,1,chlorobenzene,,,8,GIWAXS,spincoat,SiO2,oxygen_plasma,10,roomtemp,35,,nitrogen,50,80,65,face-on,"{""spin_speed_rpm"":1000,""substrate_temperature_C"": room_temp}","{""q100"":0.2550,""q010"":1.6040,""q001"":0.4601,""q002"":0.8955,""q004"":1.7728}","{""d100"":24.64,""d010"":3.92}",raw\literature\method_json\conjugated_polymers\PNDI2ODT2_Tang2022_macromolecules.json,raw\literature\experiment_json\conjugated_polymers\PNDI2ODT2_Tang2022_CB_35C_65nm_spincoat.json,raw\literature\characterization_json\conjugated_polymers\PNDI2ODT2_Tang2022_CB_35C_65nm_spincoat_GIWAXS_2d_map.json,,curated\experiments\PNDI2ODT2_Tang2022_CB_35C_65nm_spincoat_giwaxs_core.csv,

